name,gender
Avy Kaufman,f
Jack Nitzsche,m
Daniel Delume,m
Renny Harlin,m
Verna Fields,m
Steven Paul,m
Pierre Morel,m
Willie Botha,m
John Ottman,m
Tinto Brass,m
Chris Bender,m
Dean Semler,m
Michael Almereyda,m
Stephen Hopkins,m
Roger Corman,m
Eugenio Alabiso,m
John M. Dwyer,m
Alejandro Amenábar,m
Elaine Grainger,f
Brent Goldberg,m
Jann Engel,f
Tracey Seaward,f
Andrew Max Cahn,m
Michael Paseornek,m
John Williams,m
John F. Burnett,m
Matt Manfredi,m
Ken Adam,m
Roger Kumble,m
Steve Burg,m
Richard Pagano,m
Gabe Hilfer,m
Gerry Lively,m
John McNaughton,m
Glenn Ficarra,m
Shane Black,m
Chris Viscardi,m
Tom Holland,m
Christopher McQuarrie,m
John W. Holmes,m
Mark Damon,m
Rick Montgomery,m
Katsuya Terada,m
Franklin Coen,m
George Furla,m
Robert Gould,m
Janet Pound,f
Joe Barton,m
David Kitay,m
Jordan Cronenweth,m
Karim Hussain,m
John Ottman,m
Richard P. Rubinstein,m
Chad Fischer,m
Ate de Jong,m
Jonathan Sehring,m
Joel B. Michaels,m
Walter Newman,m
Sophie Becher,f
Mark Isham,m
Javier Ugarte,m
Stephen Hays,m
Seth Yanklewitz,m
Michael Fottrell,m
Irwin Winkler,m
Brian Tyler,m
Mark Gunn,m
Kôji Endô,m
Blake Edwards,m
Megan Ellison,f
Michael McDowell,m
Marianne Stanicheva,f
David Lynch,m
Ray Curtiss,m
Armand Thirard,m
Celia D. Costas,f
Todd Busch,m
Peter Amundson,m
Thomas L. Roysden,m
William Hoy,m
Tom Rolf,m
Nick Damici,m
Will Smith,m
Herb Gains,m
Peter Dexter,m
Lionel Banks,m
Stephen King,m
Jackie Chan,m
Mark Benton Johnson,m
Per Berglund,m
Mary Zophres,f
Mark Radcliffe,m
Angiolina Menichelli,f
Michael I. Rachmil,m
Janet Hirshenson,f
Keith Kjarval,m
Valerie McCaffrey,f
Ernest Archer,m
Lauren Mikus,f
Dennis Dugan,m
Simon Fawcett,m
Nina Gold,f
Mickey S. Michaels,m
Andrew Z. Davis,m
Maurice Walsh,m
Nathan Kahane,m
Marc Libert,m
Carlos Saldanha,m
April Napier,f
Marion Dougherty,f
Ben Nott,m
Topher Grace,m
Salvador Pérez Jr.,m
Bruce Lee,m
Heitor Pereira,m
Gerald Fried,m
Marci Liroff,f
Lindy Hemming,f
Georges de Beauregard,m
Cassandra Kulukundis,f
Jessica Chastain,f
Toby Oliver,m
Basil Poledouris,m
George A. Romero,m
Julian Schnabel,m
Michael Lambert,m
Bob Morones,m
Peter Filardi,m
Jack Nitzsche,m
Tom Gorai,m
Phil Harvey,m
Douglas Milsome,m
"Ángel Hernández Zoido",m
Nick Wechsler,m
Patrice Ledoux,m
Marty Hornstein,m
Kerry Conran,m
Seth Meyers,m
Michael McDowell,m
Baltasar Kormákur,m
Alexis Alexanian,f
Leslie Urdang,f
Barbara Fiorentino,f
Tina Fey,f
Andrew London,m
Kim Fupz Aakeson,m
Gerald B. Greenberg,m
Barbara Kearney,f
Mark A. Mangini,m
Jon Hutman,m
Michael Gornick,m
Tab Murphy,m
James Horner,m
Luc Besson,m
Aaron Osborne,m
Lucio Fulci,m
Nancy Thompson,f
Scott Hale,m
Adam McKay,m
Eric Red,m
Harold Pinter,m
Wendy Chuck,f
Dimitri Tiomkin,m
Miroslaw Baszak,m
Stephen Herek,m
Susan Lyall,f
Philip D'Antoni,m
Derek Dauchy,m
John Warnke,m
Giuseppe Rotunno,m
Courtney Potts,f
Michael Taylor,m
Emeric Pressburger,m
Graham Broadbent,m
Steven Knight,m
Lynn Wolverton-Parker,f
Terry Turner,m
John De Bello,m
Nicolas Pesce,m
Callum Greene,m
Tommy Lee Wallace,m
Steve Saklad,m
Josh Flanagan,m
Hugues Tissandier,m
Jules Furthman,m
Michael Klawitter,m
James Smith,m
Sara Risher,f
Lalo Schifrin,m
Jim Clark,m
David Gambino,m
John Axelrad,m
James F. Truesdale,m
Ellen Lewis,f
Julie Goldstein,f
Ellen Christiansen,f
Jordan Kerner,m
A. Kitman Ho,m
Jaco Van Dormael,m
William Sandell,m
Matteo Garrone,m
Victor Hadida,m
David Brown,m
David Tattersall,m
Lewis Teague,m
Clive Thomasson,m
Tariq Anwar,m
Trevor Morris,m
Gordon Bau,m
Mary McLaglen,f
Peter Locke,m
Jonah Hill,m
David E. Talbert,m
James Edward Grant,m
John Hamburg,m
Ridley Scott,m
Deborah Aquila,f
F. Gary Gray,m
Stan Lee,m
Mark Mancina,m
Phil Tippett,m
David Mamet,m
Maggie Gray,f
Terry Rossio,m
Nick Park,m
Matt Duffer,m
J.C. Spink,m
Michael Imperioli,m
Guy McElwaine,m
Lauren Currier,f
Robert Engelman,m
Nelson Coates,m
Jason Friedberg,m
Robbie Ryan,m
Michael Giacchino,m
Geoffrey Sax,m
Mitchell Klebanoff,m
Roy Andersson,m
Mike Leigh,m
Chris Morgan,m
Dennis Gassner,m
Leo Davis,f
Wendy Japhet,f
Guy Potgieter,m
Linus Sandgren,m
Fredric Steinkamp,m
Jonathan Freeman,m
Vera West,f
Walther van den Ende,m
Gene Serdena,m
Nagisa Ōshima,m
John Michael Hayes,m
Mark Garner,m
Benjamín Fernández,m
Hans Zimmer,m
Russell Mulcahy,m
Gary Eck,m
Scott Derrickson,m
Maysie Hoy,f
Steven Zaillian,m
Drew Pearce,m
Javier Aguirresarobe,m
Ronald F. Maxwell,m
Owen Wilson,m
Albert S. D'Agostino,m
Philippe Rombi,m
Peter Hedges,m
Lorenzo Semple Jr.,m
Claude Foisy,m
Brent Maddock,m
Richard D. Zanuck,m
Kevin Costner,m
Damon Lindelof,m
Jon Gregory,m
Nicholas Lundy,m
Tom Finan,m
Simon Webb,m
Jerry Zucker,m
Kenji Miyazawa,m
Guy Trosper,m
Nick Palmer,m
Leslie Dixon,f
Colin Wilson,m
Dana Fox,f
Tim Maurice-Jones,m
Gus Sorola,m
Stephany Folsom,f
Dennis Bradford,m
Doug Emmett,m
Roberts Gannaway,m
Robbie Greenberg,m
Lucia Zucchetti,f
John Jacobs,m
Leslie Bohem,m
Leonardo Pieraccioni,m
Cate Shortland,f
Steven Soderbergh,m
John Carchietta,m
Bill Migliore,m
Anthony Ianni,m
Hans Zimmer,m
Margot Capelier,f
Jerry Goldsmith,m
Mark Canton,m
Jason Blum,m
Ashton Kutcher,m
George Fenton,m
BT,m
Robert Zemeckis,m
Mark Ricker,m
Elisa Briganti,f
Ennio Morricone,m
Warren Newcombe,m
Mitsuhisa Ishikawa,m
Dean Cundey,m
Mona Achache,f
Elizabeth Coulon,f
John Dahl,m
Steven Chasman,m
Budd Carr,m
Sergio Montanari,m
Lindsay Graham,f
Charles F. Wheeler,m
Eric McLeod,m
Erdman Penner,m
Pernille Bech Christensen,m
Rosanna Norton,f
Bernie Morris,m
Doug Liman,m
Hunter Richards,m
Lauren Shuler Donner,f
Nancy Roberts,f
Daniel Voldheim,m
Claire Simpson,f
Rebecca Robertson,f
William Goldman,m
Steven Rosenblum,m
Edward Lachman,m
Michael Tadross,m
Lisa Beach,f
Paul Hough,m
Patrick Tatopoulos,m
Yvonne Valdez,f
Allison Jones,f
Julie Monroe,f
Chuck Jones,m
David Bergstein,m
Brian Tyler,m
Sigve Endresen,m
Jason Kliot,m
Todd Wagner,m
Michael Giacchino,m
Jay Dratler,m
Timur Bekmambetov,m
Alex Rodríguez,m
Benjamin Melniker,m
Gyula Pados,m
Allan Cameron,m
Rachel Portman,f
Avy Kaufman,f
David Arnold,m
Robert Lantos,m
Sara Bilbatúa,f
Jack Giarraputo,m
Javier Navarrete,m
Jack Green,m
Howard Goodall,m
Lisa Loomer,f
Brent Lewis,m
Jamie Uys,m
Woody Allen,m
Jane Rosenthal,f
Anthony DeRosa,m
William Russell,m
Craig Shapiro,m
John Schwartzman,m
Gavin Polone,m
Adelina Handuri,f
Baz Luhrmann,m
Suzanne Baron,f
Zhongjun Wang,m
Sara Parks,f
Michael Shaw,m
Leigh Whannell,m
Shaila Rubin,f
Affonso Beato,m
Ronald Sanders,m
Denise Nadredre,f
Kevin Smith,m
Justine Baddeley,f
David Rosenbloom,m
Aaron Osborne,m
Jenny Beavan,f
Robert Juillard,m
Cassian Elwes,m
J.J. Abrams,m
Russell Carpenter,m
Lalo Schifrin,m
John Ford,m
Oliver Stone,m
Don Carmody,m
Nick Park,m
Don Mancini,m
Lisa Day,f
Don Coscarelli,m
Marcia Ross,f
Chris Hanley,m
Peter Laird,m
Nancy Hancock,f
Jess Gonchor,m
Ian Fleming,m
James Brown,m
Rolfe Kent,m
William Broyles Jr.,m
"Étienne Chatiliez",m
Sam Esmail,m
Alan Silvestri,m
Jeanette Brill,f
Tom Hanks,m
David Eggby,m
Renée April,f
James M. Muro,m
Peter James,m
Martha De Laurentiis,f
George Blackler,m
Guy Stodel,m
Carter Burwell,m
Lorne Balfe,m
Sydney Pollack,m
Trish Keating,f
Jet Li,m
Maurice Seezer,m
Ron Price,m
Lennie Niehaus,m
Stephen King,m
Gary Lucchesi,m
Stewart Copeland,m
Louis G. Friedman,m
Tom Shankland,m
Michael Schlingmann,m
Peter Menzies Jr.,m
Nelson Cragg,m
Nathan Hope,m
Carter Burwell,m
Stephen H. Burum,m
Alexandre Aja,m
Christine King,f
Malcolm Campbell,m
Chris Papavasiliou,m
Malcolm Campbell,m
Andrew Niccol,m
Morris Paulson,m
Brandon Camp,m
John Dwyer,m
Stanley Dudelson,m
Julia Rezende,f
Lewis Colick,m
Choi Dong-hoon,m
Sheila Jaffe,f
Leo Davis,f
Tony Scott,m
Rick Montgomery,m
Arthur Hailey,m
Daniel Bradford,m
Michael Arndt,m
Natalie Lyon,f
James Whitaker,m
Lee Tamahori,m
Albert Berger,m
Jeremy Kleiner,m
Don Bluth,m
Nia Vardalos,f
Jim Staahl,m
James Vanderbilt,m
Joe Carnahan,m
Elana Lesser,f
Larry Doyle,m
Gary M. Zuckerbrod,m
Arnaldo Catinari,m
Frank Capra,m
John Pomeroy,m
Walter Hill,m
Benji Kohn,m
Andrew Mondshein,m
Charles Robert Carner,m
Bo Zenga,m
Fred Du Preez,m
Brett Ratner,m
Meg Morman,f
Rian Johnson,m
Donald Peterman,m
Victor Solnicki,m
Karen L. Thorson,f
Mike White,m
Ron Yerxa,m
Peter Safran,m
Chris Bender,m
David Rapaport,m
Aaron Russo,m
Chua Lam,m
M. Night Shyamalan,m
Marlon Wayans,m
Douglas Milsome,m
John Ford,m
David Brown,m
Tim Hands,m
John M. Jacobsen,m
Alan Bennett,m
Akira Kurosawa,m
Milton Krasner,m
Frank Marshall,m
Lasse Hallström,m
Michael Ragen,m
Michael R. Miller,m
Billy Hopkins,m
Roger Vadim,m
Harold Becker,m
Olivier Gorce,m
Brian Helgeland,m
Scott Bernstein,m
Michael Andrews,m
Terry Dougas,m
Terrence Malick,m
Dean Tavoularis,m
Meagan McLaughlin,f
Jeff J.J. Authors,m
Bill Murray,m
Mick Jagger,m
Chris Sanders,m
Caroline Harris,f
Martí Roca,m
Giacomo Poretti,m
Gary Ventimiglia,m
Menno Meyjes,m
M. David Mullen,m
Paul Marschall,m
Michael Bradsell,m
Jon M. Chu,m
Alexander Motlagh,m
Julio Fernández,m
Valorie Massalas,f
Tonino Delli Colli,m
Angelina Jolie,f
Johnny Green,m
Thomas Narcejac,m
Avy Kaufman,f
Santo Loquasto,m
James L. Berkey,m
Gyula Pados,m
Jimmy Miller,m
Kimi Webber,f
Stephen Sommers,m
Jane Petrie,f
Tim Hutchinson,m
John Goldwyn,m
Christopher Young,m
Robert Simonds,m
Georges Arnaud,m
André Hunebelle,m
Mitchell Lichtenstein,m
David Franzoni,m
Barry Kemp,m
Claudio Simonetti,m
Louis D'Esposito,m
Jakob Ihre,m
Larry Beinhart,m
Leos Carax,m
Jeremy Thomas,m
Andrew Dunn,m
Diane Johnson,f
Jack Cardiff,m
Jim Abrahams,m
Marvin Hamlisch,m
Max Richter,m
Terence H. Winkless,m
Anna B. Sheppard,f
Corey Sienega,m
Mark Ciardi,m
Jonathan Glazer,m
Gary Lucchesi,m
Francis Veber,m
Paul Verhoeven,m
Ridley Scott,m
Gary Coppola,m
Brian Goldner,m
Judd Apatow,m
Maryann Brandon,f
Diane L. Sabatini,f
Ann Roth,f
Charlie Chaplin,m
Gregory Widen,m
Tricia Wood,f
Don Taylor,m
Bob Yari,m
James Newton Howard,m
Sydney Pollack,m
Luca Mosca,m
Joe Stillman,m
Sigurjón Sighvatsson,m
James Crabe,m
Judy Taylor,f
Callum Greene,m
Niki Caro,f
Carlos Barbosa,m
Jason Hoffs,m
Joanna Colbert,f
Toby Emmerich,m
Albert Berger,m
Jeffrey Ford,m
Robert Stigwood,m
Gerald Stembridge,m
Terry Rossio,m
Gilbert Adler,m
Dariusz Wolski,m
Debra Hill,f
Dan Webster,m
Martí Roca,m
Andrea Manners,f
Bill Borden,m
Ivan Reitman,m
Chris Gill,m
Tom Pollock,m
John Beck,m
Wong Kar-wai,m
Bill Lancaster,m
Norman Ferguson,m
Alexandre Desplat,m
Luke Ryan,m
Krzysztof Kieślowski,m
Mel Bourne,m
Mary Vernieu,f
Hayden Schlossberg,m
Danny McBride,m
Syd Cain,m
Harvey Weinstein,m
Rick Ash,m
Cindy Carr,f
Nathan Barr,m
Raymond Chandler,m
Jules Bricken,m
Mary Vernieu,f
Lynne Ramsay,f
Derek Guiley,m
David Giler,m
Deborah Lynn Scott,f
Robert Altman,m
Christian Colson,m
Judd Apatow,m
"Álvaro Augustín",m
Stephanie Langhoff,f
Carmen Cuba,f
Michael Simmonds,m
Mark Crowdy,m
Jan Kiesser,m
John Williams,m
Michael Cristofer,m
Damien Chazelle,m
William H. Clothier,m
Russell Streiner,m
Robert Mark Kamen,m
Daniel P. Hanley,m
Tamra Davis,f
Don Carmody,m
Steve Norris,m
David Wasco,m
Amy McIntyre Britt,f
Julio Macat,m
Mychael Danna,m
Stephanie Gorin,f
Jackie Chan,m
Sarah Finn,f
Jesse Armstrong,m
Sarah Kernochan,f
Christina Piovesan,f
Reinhard Klooss,m
Sheila Burnford,f
Jack Rapke,m
Steven Stabler,m
Polly Platt,f
James Agee,m
Donna Gigliotti,f
Terry Stacey,m
Lisa Jensen,f
Martin Moszkowicz,m
Giles Nuttgens,m
Craig Berkey,m
Gareth Wiley,m
Bradley Raymond,m
Richard Macdonald,m
Jim McBride,m
Tim Bevan,m
M. Scott Smith,m
Leslie E. Rollins,m
Jason Henkel,m
William Nicholson,m
Dan Lin,m
Jeremy Kipp Walker,m
Emma Thompson,f
Cassandra Kulukundis,f
Peter Nicolakakos,m
Sheila Millar,f
Armando Iannucci,m
Danny Cohen,m
Jan de Bont,m
Marshall Herskovitz,m
Baz Luhrmann,m
Nina Gold,f
Aurelio De Laurentiis,m
Deborah Aquila,f
Craig Mazin,m
Jon Vitti,m
Liz Glotzer,f
Jenny Eagan,f
Christopher Markus,m
John Landis,m
Alfred Hitchcock,m
Doug Claybourne,m
Tony Garnett,m
Paul Maslansky,m
John Ford,m
Danny Aiello III,m
James L. Fields,m
Dennis Davenport,m
Matt Moore,m
Eli Roth,m
Ed Naha,m
David Lubin,m
Nadine Muse,f
Alan Edward Bell,m
Karen Kehela Sherwood,f
Andrzej Bartkowiak,m
Heidi Levitt,f
Max Steiner,m
Bart Van Langendonck,m
Jason Friedberg,m
Mark Neveldine,m
Jon Brion,m
Hannes Nikel,m
Michael Kamen,m
Moustapha Akkad,m
Dito Montiel,m
Kyle Mooney,m
Jonathan Gordon,m
Ben Younger,m
James Lemmo,m
Joel Silver,m
Gary J. Tunnicliffe,m
Fiona Weir,f
Carmen Aiello,m
Clint Eastwood,m
Lauren Lloyd,f
David Valdes,m
Eugene Musso,m
Roberto Perpignani,m
Ford Wheeler,m
Bryan Singer,m
Avi Lerner,m
Sheldon Lettich,m
Steven Knight,m
Richard Chew,m
Amanda Mackey,f
Jim Thompson,m
Jonathan Brown,m
Chung Seo-kyung,f
Ricky Gervais,m
James Kearns,m
Rian Johnson,m
Lars von Trier,m
Carl Thiel,m
Sarah Finn,f
Seth Rogen,m
William M. Finkelstein,m
tomandandy,m
Ricardo Mestres,m
Catherine Leterrier,f
Fernando Bovaira,m
Steven Soderbergh,m
Roberto Rossellini,m
Edwin S. Porter,m
Phil Hay,m
Samuel Bayer,m
Michael Ballhaus,m
Bernt Amadeus Capra,m
Jane McGann,f
Rob Zombie,m
Jeff Nathanson,m
Maurice Jarre,m
Julien Arruti,m
Theodore Simonson,m
Gustavo Taretto,m
Remi Adefarasin,m
David O. Russell,m
Ridley Scott,m
Eli Roth,m
Cassian Elwes,m
Debra Zane,f
Karen Elliott,f
Maxwell Anderson,m
Bill Kelly,m
Mali Finn,f
Mark Palansky,m
Michael Uslan,m
Stanley Mann,m
Toby Emmerich,m
Sharon Seymour,f
Thierry Arbogast,m
Susan Matheson,f
Juan Carlos Fresnadillo,m
Peter Scheerer,m
Wes Anderson,m
Kathleen Kennedy,f
Roel Reiné,m
Bill Butler,m
Matt Manfredi,m
Jaymes Hinkle,m
Kim Roth,f
Alexandre Desplat,m
Mindy Marin,f
Michael Convertino,m
Robert Menzies,m
Russ T. Alsobrook,m
Stephen Kendrick,m
Ben Morieson,m
Jaume Roures,m
Ve Neill,f
Mike Hill,m
William Friedkin,m
Ian Crafford,m
Thomas E. Ackerman,m
Frank Miller,m
Ralph Nelson,m
Lo Wei,m
David Lawrence,m
David Atkins,m
Ronald Neame,m
Mark Worthington,m
John Simpson,m
Erin Cressida Wilson,f
Trevor Short,m
T.S. Cook,m
Arthur Schnitzler,m
Steven Weisberg,m
Helen Robin,f
Arthur Penn,m
Luke Davies,m
Frank Thomas,m
Chris Gill,m
Pierre Salvadori,m
Michael Convertino,m
Leslie E. Rollins,m
Paul Brett,m
Michael Green,m
Peter Berg,m
Gary Barber,m
Cornelius Ryan,m
Deborah Aquila,f
Kent Alterman,m
Christopher Nolan,m
Terence Young,m
Mark Scruton,m
Rob Weiss,m
Robert D. Yeoman,m
Howard Bernstein,m
Pablo Berger,m
Olivia Harris,f
Troy Duffy,m
Jeff Abberley,m
Mychael Danna,m
Michel Hazanavicius,m
Jennifer Killoran,f
Richard Kelly,m
Steve Bing,m
Jade Healy,f
Bob Ziembicki,m
Françoise Dupertuis,f
George Sheanshang,m
Glendon Swarthout,m
Erik Feig,m
Perry Andelin Blake,m
Stuart Baird,m
Dave Grusin,m
Jane Royle,f
Eric Fellner,m
Graham Reynolds,m
Brian Henson,m
Lawrence Kasdan,m
Menotti,m
Mark Mothersbaugh,m
Clint Eastwood,m
Eric Darnell,m
Brittani Smith,f
Mark Abbott,m
Bobby Farrelly,m
Walter Reisch,m
Debra James,f
Andrew Mason,m
Jeff Gourson,m
Bruce Mellon,m
Jane Feinberg,f
Sarah Katzman,f
Robert Chartoff,m
Jeffrey Katzenberg,m
David Arnold,m
Robert Teitel,m
Charlie Peters,m
Rudd Simmons,m
Joel Silver,m
Roberts Gannaway,m
Debra Zane,f
Michael Grais,m
Craig Ferguson,m
Christophe Beck,m
Anthony Marinelli,m
José Padilha,m
James DeMonaco,m
Jon Brion,m
Peter Morgan,m
Jennie Lew Tugend,f
László Kovács,m
Lindsay Chag,f
Jalil Jay Lynch,m
Philip K. Dick,m
Noel Pearson,m
Allison Shearmur,f
John Williams,m
Tony Scott,m
Peter Boita,m
James D. Brubaker,m
Lisa London,f
Robert A. Eisenstein,m
Albert Hackett,m
Dennis Paoli,m
Charles Crichton,m
Paul Leonard-Morgan,m
Gabriella Pescucci,f
Tony Gaudio,m
Ellen Chenoweth,f
Jack Fisk,m
Claude Renoir,m
Stefan Essl,m
Jayme Bohn,f
Roderick Taylor,m
Jay Oliva,m
John Carney,m
Michael Jackman,m
Michael Crichton,m
Gordon Sim,m
Julie Ansell,f
"Éric Besnard",m
Dean Semler,m
Janusz Kamiński,m
Lloyd Phillips,m
Todd Garner,m
Russell Metty,m
Kevin Smith,m
Kenji Kamiyama,m
James L. Brooks,m
Ricky Eyres,m
Zak Penn,m
Richard Addinsell,m
Avy Kaufman,f
Robbie Tollin,f
Uwe Boll,m
Keith Kjarval,m
Anne V. Coates,f
Scott Derrickson,m
Johannes Kobilke,m
Jim Carrey,m
Christopher Tellefsen,m
Frédéric Mitterrand,m
Kenneth Utt,m
Jim Clark,m
Catherine George,f
Mike Tollin,m
Monique Prudhomme,f
Russell Barnes,m
Eric Watson,m
Jason Friedberg,m
Ian Wilson,m
Jonathan Aibel,m
Destin Cretton,m
Chris Lebenzon,m
Bernd Eichinger,m
"George Tillman, Jr.",m
Charlie Clouser,m
Carol Ramsey,f
Cory Edwards,m
Mario Amendola,m
Stephen Daldry,m
Nancy Green-Keyes,f
Peter Morgan,m
Peter Safran,m
David Watkin,m
Bob Weinstein,m
Martha Coolidge,f
Dustin O'Halloran,m
Gary Sinise,m
Steven Brill,m
Jennifer Williams,f
Peter Suschitzky,m
Kelly Wagner,f
John Barry,m
Jenny Beavan,f
Betsy Beers,f
Nathan Johnson,f
Wilkie Cooper,m
Arthur B. Rubinstein,m
Eiko Ishioka,f
Wes Dawn,m
Steven Pearl,m
Tinto Brass,m
Jerome Bixby,m
Risa Bramon Garcia,f
Ludmil Kazakov,m
Bram Stoker,m
Ennio Flaiano,m
Richard H. Kline,m
Mark Millar,m
Enrique Estévez,m
Henry Bumstead,m
Don Mancini,m
Laura Lau,f
Michael Fimognari,m
Jared Hess,m
Ben Cosgrove,m
John Watson,m
David Webb Peoples,m
Sean Barton,m
Jaume Balagueró,m
Zach Helm,m
Jany Temime,f
Tom Williams,m
Bernard Herrmann,m
Joel Silver,m
Michael Jablow,m
Allen Covert,m
J.S. Cardone,m
Alex Thomson,m
Kristin Hahn,f
Andrew J. Cohen,m
David Reynolds,m
Sean Connery,m
Edward G. Boyle,m
Alan Silvestri,m
Katie Aselton,f
Gary Ross,m
Leslie McDonald,f
Lilly Wachowski,f
Samantha Armstrong,f
Paul Neesan,m
Perry Andelin Blake,m
Sherry Linder-Gygli,f
John de Borman,m
Eric Aronson,m
Daniel P. Hanley,m
William A. Fraker,m
Gregory Apps,m
Neil Canton,m
Frank Mancuso Jr.,m
Edward Zwick,m
Delia Ephron,f
Bruce Berman,m
Lucinda Syson,f
Nina Gold,f
Mary A. Kelly,f
William A. Fraker,m
Tom Butterworth,m
Amber Heard,f
Theodore Reed,m
Joseph Bishara,m
Lydia Marks,f
Michael Penn,m
Jack Rapke,m
Denise Chamian,f
Tyler Perry,m
Jürgen Jürges,m
Gregg Fonseca,m
Robert R. Benton,m
Claire Kirk,f
Kathy Durning,f
Eigil Bryld,m
Mike Hill,m
Greg Tiernan,m
Ron Mitchell,m
Michael S. Murphey,m
Jeff Vintar,m
Roland Emmerich,m
Allan Cameron,m
Georges de Beauregard,m
Jon Kilik,m
Dennis Feldman,m
Denise Pinckley,f
Hugh Johnson,m
Patrick McCormick,m
Joseph LaShelle,m
Laura Ziskin,f
Brit Marling,f
John Penotti,m
Frédéric Lenoir,m
Marcus Rowland,m
Christopher Roth,m
John Jympson,m
Walter Mosley,m
Pete Docter,m
William Cameron Menzies,m
Bill Badalato,m
Bobby Farrelly,m
Stephen Abrums,m
Peck Prior,m
Shane Hurlbut,m
Steven Reuther,m
Richard Halsey,m
Ellen Mirojnick,f
Mark Orton,m
Andrew Panay,m
Nick Frost,m
Steve Pink,m
Jeff Gourson,m
Stan Lee,m
Roy Chanslor,m
Gyula Pados,m
Tony DeRosa-Grund,m
William Wheeler,m
Mark L. Smith,m
Lou Adler,m
Ray Fisher,m
Terry Gilliam,m
Kim Sang-beom,m
Daniel Barnz,m
Louis C.K.,m
E. Bennett Walsh,m
Matthew Walker,m
Frank Marshall,m
Michiru Oshima,f
Elliot Goldenthal,m
Sean S. Cunningham,m
Nadine Muse,f
Eyde Belasco,f
Robert Rodriguez,m
Steven Pearl,m
Billy Crystal,m
Marianne Stanicheva,f
Frank Noack,m
Marin Karmitz,m
Trevor Short,m
Moshe Diamant,m
Lee Shin-Ho,m
Dennis Dolan,m
Jean Girault,m
Christopher Franke,m
Julia Tasker,f
Oliver Stone,m
Tony Adams,m
Scott Kroopf,m
Charles Wood,m
Tony Lawson,m
Dede Allen,f
John Hughes,m
Ian Whittaker,m
"Àlex Pastor",m
John Debney,m
Ennio Morricone,m
Amanda Mackey,f
Michael Costigan,m
Tetsuya Fujimura,m
Leo McCarey,m
Felix Fuchssteiner,m
Michael Lehmann,m
Nicholas Meyer,m
Troy Duffy,m
Derek Brechin,m
Martina Niland,f
George Barnes,m
Clare De Chenu,f
Molly Malene Stensgaard,f
Todd Jones,m
Scott Chambliss,m
Ilona Herzberg,f
Ray Fisher,m
Gordon Willis,m
Barry Levinson,m
Elmore Leonard,m
Danny Elfman,m
Gary Whitta,m
Alan J. Pakula,m
John Hubbard,m
Sofia Coppola,f
Kes Bonnet,f
Brian Burns,m
Bonnie Timmermann,f
Jeff Jur,m
Moritz Borman,m
Michael Chinich,m
Paul Misraki,m
Howard Ashman,m
J.J. Makaro,m
John D. Schofield,m
Peter Saraf,m
Jack Conrad,m
Allison Jones,f
Dianne Crittenden,f
Jeff Vintar,m
Stacey Battat,f
Stephen Levinson,m
Patrice Ledoux,m
Dan O'Bannon,m
John Musker,m
Jim Booth,m
Nigel Phelps,m
Christophe Beck,m
Nancy Wilson,f
William Hoy,m
Fred Cavayé,m
Richard Chew,m
Peter V. Ware,m
Andy Hamilton,m
Lennie Niehaus,m
Ken Sallows,m
Blake Edwards,m
John Murphy,m
Ernest Tidyman,m
Thomas Molt,m
Stephen Mirrione,m
Alex Proyas,m
Sidney Kimmel,m
Alan Baumgarten,m
Sondra Locke,f
Taika Waititi,m
Tracy Barone,f
Pierre Charbonnier,m
Deborah Snyder,f
Marc D. Evans,m
Michele Placido,m
James A. Contner,m
Rachel Portman,f
Mary Gail Artz,f
Lora Kennedy,f
David Kanter,m
Jason Friedberg,m
Marvin March,m
Donald McAlpine,m
Scott Macaulay,m
Pedro Almodóvar,m
Leo Benvenuti,m
Lone Scherfig,f
Mark Irwin,m
Perry Ferguson,m
Bill Booth,m
Oliver Parker,m
Cuca Canals,f
Neil Canton,m
Geoff Murphy,m
Mike Nichols,m
Andrew Dominik,m
Patrick Doyle,m
Michael H. Weber,m
Lawrence Kasanoff,m
Dan Lin,m
Richard Rich,m
Charles D. Hall,m
Lynn Stalmaster,m
Callie Khouri,f
Sarah Finn,f
George Pal,m
Bernie Pollack,m
Carter Burwell,m
Emma Style,f
Karen Walton,f
Barry Moss,m
Thomas Verhaeghe,m
Stan Lee,m
Erica Nicotra,f
Antonio Banderas,m
Georges Delerue,m
Neil Spisak,m
Steven Zaillian,m
Peyton Reed,m
Lisa Beach,f
Linda Dowds,f
Roger Birnbaum,m
Fred Roos,m
Timothy M. Bourne,m
Carl Gottlieb,m
Ralph Nelson,m
William H. Ziegler,m
Cliff Robinson,m
Dean Zimmerman,m
James Coblentz,m
Gary Barber,m
Terence Marsh,m
Anna Borghesi,f
Kevin Eastman,m
Jacques Bufnoir,m
Gaspar Noé,m
Stephen Dunn,m
Mickey S. Michaels,m
Mary Hidalgo,f
Graham Yost,m
Gale Anne Hurd,f
Charles D. Hall,m
Conrad Vernon,m
Mark Digby,m
Jake Collier,m
Lennie Niehaus,m
John Carpenter,m
Gerald B. Greenberg,m
David M. Thompson,m
José Luis Alcaine,m
Pia Di Ciaula,f
Ken Diaz,m
Steven Spielberg,m
D.J. Caruso,m
Colin Higgins,m
Janty Yates,f
Yakima Canutt,m
Juel Bestrop,f
Michael Uslan,m
John Bertolli,m
Dylan Sellers,m
Nancy Buirski,f
Steve Richards,m
Nathan Wang,m
